year,territory,territory_order,territory_type,main_use_destination,num_premises
2018,el Poblenou,68,Neighbourhood,Industry,409.0
2018,Sant Gervasi- Galvany,26,Neighbourhood,Commerce,3947.0
2018,Can Peguera,47,Neighbourhood,Housing,1047.0
2018,el Barri Gòtic,2,Neighbourhood,Unbuilt land,1.0
2018,les Roquetes,50,Neighbourhood,Industry,9.0
2018,la Barceloneta,3,Neighbourhood,Sports,10.0
2018,Sant Martí,10,District,Public administration,72.0
2018,Navas,63,Neighbourhood,Tourism and hospitality,55.0
2018,Sant Martí de Provençals,72,Neighbourhood,Housing,11692.0
2018,la Dreta de l'Eixample,7,Neighbourhood,Healthcare,223.0
2018,Sant Martí de Provençals,72,Neighbourhood,Warehouse,749.0
2018,Sant Antoni,10,Neighbourhood,Healthcare,39.0
2018,el Bon Pastor,59,Neighbourhood,Healthcare,13.0
2018,Sant Andreu,60,Neighbourhood,Not specified,1.0
2018,el Turó de la Peira,46,Neighbourhood,Parking,1225.0
2018,el Poble Sec,11,Neighbourhood,Tourism and hospitality,913.0
2018,la Trinitat Vella,57,Neighbourhood,Housing,4194.0
2018,la Verneda i la Pau,73,Neighbourhood,Public administration,2.0
2018,el Putxet i el Farró,27,Neighbourhood,Entertainment,36.0
2018,Sants-Badal,17,Neighbourhood,Industry,73.0
2018,Ciutat Vella,1,District,Housing,57043.0
2018,la Sagrera,61,Neighbourhood,Education and culture,146.0
2018,Sants,18,Neighbourhood,Other,2.0
2018,la Barceloneta,3,Neighbourhood,Public administration,5.0
2018,el Poble Sec,11,Neighbourhood,Offices,394.0
2018,Gràcia,6,District,Religious,257.0
2018,la Prosperitat,52,Neighbourhood,Parking,4476.0
2018,la Font d'en Fargues,36,Neighbourhood,Education and culture,145.0
2018,el Guinardó,35,Neighbourhood,Offices,241.0
2018,les Corts,19,Neighbourhood,Offices,1855.0
2018,Les Corts,4,District,Unbuilt land,1.0
2018,Horta-Guinardó,7,District,Offices,796.0
2018,Sarrià,23,Neighbourhood,Religious,129.0
2018,Verdun,51,Neighbourhood,Parking,1656.0
2018,la Guineueta,48,Neighbourhood,Education and culture,101.0
2018,Sant Andreu,9,District,Healthcare,199.0
2018,Pedralbes,21,Neighbourhood,Not specified,7.0
2018,el Turó de la Peira,46,Neighbourhood,Tourism and hospitality,10.0
2018,Verdun,51,Neighbourhood,Tourism and hospitality,4.0
2018,la Barceloneta,3,Neighbourhood,Tourism and hospitality,268.0
2018,la Clota,42,Neighbourhood,Healthcare,2.0
2018,la Bordeta,16,Neighbourhood,Commerce,822.0
2018,Sarrià,23,Neighbourhood,Healthcare,196.0
2018,la Marina de Port,13,Neighbourhood,Healthcare,29.0
2018,la Barceloneta,3,Neighbourhood,Warehouse,506.0
2018,la Bordeta,16,Neighbourhood,Healthcare,31.0
2018,Sant Gervasi- la Bonanova,25,Neighbourhood,Housing,12618.0
2018,la Maternitat i Sant Ramon,20,Neighbourhood,Education and culture,333.0
2018,l'Antiga Esquerra de l'Eixample,8,Neighbourhood,Commerce,3675.0
2018,la Barceloneta,3,Neighbourhood,Religious,18.0
2018,el Turó de la Peira,46,Neighbourhood,Offices,27.0
2018,Les Corts,4,District,Education and culture,927.0
2018,el Turó de la Peira,46,Neighbourhood,Religious,14.0
2018,Montbau,40,Neighbourhood,Tourism and hospitality,15.0
2018,Provençals del Poblenou,71,Neighbourhood,Healthcare,11.0
2018,Sants-Montjuïc,3,District,Other,44.0
2018,el Baix Guinardó,33,Neighbourhood,Religious,17.0
2018,la Marina del Prat Vermell,12,Neighbourhood,Religious,1.0
2018,el Besòs i el Maresme,70,Neighbourhood,Sports,23.0
2018,les Tres Torres,24,Neighbourhood,Religious,44.0
2018,la Verneda i la Pau,73,Neighbourhood,Offices,154.0
2018,Sants-Badal,17,Neighbourhood,Commerce,1309.0
2018,Canyelles,49,Neighbourhood,Offices,33.0
2018,el Parc i la Llacuna del Poblenou,66,Neighbourhood,Warehouse,1131.0
2018,el Fort Pienc,5,Neighbourhood,Healthcare,20.0
2018,la Sagrada Família,6,Neighbourhood,Entertainment,36.0
2018,Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,Religious,8.0
2018,"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,Religious,34.0
2018,el Congrés i els Indians,62,Neighbourhood,Housing,7031.0
2018,Sant Andreu,9,District,Unbuilt land,10.0
2018,el Poblenou,68,Neighbourhood,Offices,575.0
2018,el Camp de l'Arpa del Clot,64,Neighbourhood,Parking,7323.0
2018,el Fort Pienc,5,Neighbourhood,Housing,15135.0
2018,Montbau,40,Neighbourhood,Healthcare,104.0
2018,el Clot,65,Neighbourhood,Not specified,1.0
2018,el Baix Guinardó,33,Neighbourhood,Entertainment,2.0
2018,Sants,18,Neighbourhood,Housing,20987.0
2018,la Trinitat Vella,57,Neighbourhood,Tourism and hospitality,15.0
2018,Baró de Viver,58,Neighbourhood,Industry,1.0
2018,Nou Barris,8,District,Industry,63.0
2018,Hostafrancs,15,Neighbourhood,Education and culture,109.0
2018,L'Eixample,2,District,Healthcare,632.0
2018,Sarrià-Sant Gervasi,5,District,Education and culture,1321.0
2018,la Marina del Prat Vermell,12,Neighbourhood,Warehouse,739.0
2018,la Bordeta,16,Neighbourhood,Education and culture,53.0
2018,la Vila de Gràcia,31,Neighbourhood,Religious,141.0
2018,Sant Martí,10,District,Education and culture,621.0
2018,la Barceloneta,3,Neighbourhood,Commerce,452.0
2018,Sant Gervasi- la Bonanova,25,Neighbourhood,Not specified,7.0
2018,Provençals del Poblenou,71,Neighbourhood,Housing,9194.0
2018,Navas,63,Neighbourhood,Other,3.0
2018,el Raval,1,Neighbourhood,Healthcare,43.0
2018,Sant Andreu,60,Neighbourhood,Warehouse,2534.0
2018,Torre Baró,54,Neighbourhood,Religious,1.0
2018,Horta-Guinardó,7,District,Warehouse,7192.0
2018,Vilapicina i la Torre Llobeta,44,Neighbourhood,Parking,5064.0
2018,el Guinardó,35,Neighbourhood,Warehouse,1928.0
2018,el Carmel,37,Neighbourhood,Tourism and hospitality,49.0
2018,Sant Gervasi- la Bonanova,25,Neighbourhood,Public administration,18.0
2018,la Barceloneta,3,Neighbourhood,Offices,102.0
2018,la Font d'en Fargues,36,Neighbourhood,Healthcare,27.0
2018,Ciutat Vella,1,District,Not specified,22.0
2018,la Trinitat Vella,57,Neighbourhood,Parking,1424.0
2018,la Vila de Gràcia,31,Neighbourhood,Unbuilt land,1.0
2018,Sarrià-Sant Gervasi,5,District,Tourism and hospitality,1620.0
2018,Can Peguera,47,Neighbourhood,Tourism and hospitality,7.0
2018,Sarrià,23,Neighbourhood,Other,33.0
2018,Sant Andreu,9,District,Offices,1402.0
2018,Sants-Montjuïc,3,District,Entertainment,119.0
2018,Vilapicina i la Torre Llobeta,44,Neighbourhood,Public administration,13.0
2018,la Vila de Gràcia,31,Neighbourhood,Parking,8268.0
2018,Sant Andreu,9,District,Commerce,7909.0
2018,la Dreta de l'Eixample,7,Neighbourhood,Commerce,5464.0
2018,el Barri Gòtic,2,Neighbourhood,Industry,7.0
2018,Sants,18,Neighbourhood,Parking,9629.0
2018,el Raval,1,Neighbourhood,Offices,848.0
2018,Barcelona,1,Municipality,Industry,6243.0
2018,el Barri Gòtic,2,Neighbourhood,Housing,10332.0
2018,el Raval,1,Neighbourhood,Warehouse,1204.0
2018,la Prosperitat,52,Neighbourhood,Warehouse,550.0
2018,Sant Andreu,9,District,Sports,123.0
2018,Sants-Montjuïc,3,District,Religious,97.0
2018,la Marina del Prat Vermell,12,Neighbourhood,Public administration,13.0
2018,Sant Gervasi- Galvany,26,Neighbourhood,Parking,15800.0
2018,Canyelles,49,Neighbourhood,Tourism and hospitality,3.0
2018,el Poblenou,68,Neighbourhood,Sports,14.0
2018,la Vila Olímpica del Poblenou,67,Neighbourhood,Offices,162.0
2018,Verdun,51,Neighbourhood,Education and culture,45.0
2018,Vilapicina i la Torre Llobeta,44,Neighbourhood,Unbuilt land,1.0
2018,la Vila de Gràcia,31,Neighbourhood,Not specified,1.0
2018,el Poble Sec,11,Neighbourhood,Entertainment,88.0
2018,Pedralbes,21,Neighbourhood,Tourism and hospitality,118.0
2018,el Clot,65,Neighbourhood,Housing,12414.0
2018,el Barri Gòtic,2,Neighbourhood,Entertainment,15.0
2018,la Guineueta,48,Neighbourhood,Tourism and hospitality,21.0
2018,Sant Genís dels Agudells,39,Neighbourhood,Parking,645.0
2018,la Marina del Prat Vermell,12,Neighbourhood,Healthcare,227.0
2018,Les Corts,4,District,Other,40.0
2018,Sant Antoni,10,Neighbourhood,Warehouse,2225.0
2018,la Guineueta,48,Neighbourhood,Sports,14.0
2018,la Vila Olímpica del Poblenou,67,Neighbourhood,Other,11.0
2018,la Nova Esquerra de l'Eixample,9,Neighbourhood,Religious,41.0
2018,Sant Andreu,60,Neighbourhood,Sports,57.0
2018,la Salut,30,Neighbourhood,Parking,3449.0
2018,el Carmel,37,Neighbourhood,Religious,23.0
2018,Nou Barris,8,District,Tourism and hospitality,165.0
2018,Sants-Montjuïc,3,District,Public administration,180.0
2018,la Marina del Prat Vermell,12,Neighbourhood,Unbuilt land,1.0
2018,la Font d'en Fargues,36,Neighbourhood,Industry,11.0
2018,Sants-Montjuïc,3,District,Offices,2428.0
2018,Vallcarca i els Penitents,28,Neighbourhood,Offices,127.0
2018,el Bon Pastor,59,Neighbourhood,Industry,1126.0
2018,Barcelona,1,Municipality,Public administration,1568.0
2018,Sant Antoni,10,Neighbourhood,Tourism and hospitality,961.0
2018,el Putxet i el Farró,27,Neighbourhood,Offices,718.0
2018,Verdun,51,Neighbourhood,Sports,4.0
2018,el Raval,1,Neighbourhood,Public administration,49.0
2018,"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,Tourism and hospitality,54.0
2018,el Clot,65,Neighbourhood,Sports,21.0
2018,Sants-Badal,17,Neighbourhood,Tourism and hospitality,119.0
2018,la Teixonera,38,Neighbourhood,Housing,5966.0
2018,el Camp de l'Arpa del Clot,64,Neighbourhood,Industry,12.0
2018,la Teixonera,38,Neighbourhood,Other,1.0
2018,Sant Martí,10,District,Housing,110348.0
2018,el Raval,1,Neighbourhood,Tourism and hospitality,1085.0
2018,Sant Gervasi- la Bonanova,25,Neighbourhood,Commerce,1286.0
2018,la Nova Esquerra de l'Eixample,9,Neighbourhood,Healthcare,122.0
2018,la Sagrada Família,6,Neighbourhood,Industry,27.0
2018,la Vila Olímpica del Poblenou,67,Neighbourhood,Housing,4653.0
2018,la Marina de Port,13,Neighbourhood,Commerce,915.0
2018,la Marina del Prat Vermell,12,Neighbourhood,Housing,776.0
2018,el Barri Gòtic,2,Neighbourhood,Healthcare,35.0
2018,les Roquetes,50,Neighbourhood,Commerce,758.0
2018,Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,Education and culture,13.0
2018,la Font de la Guatlla,14,Neighbourhood,Other,1.0
2018,Sant Martí de Provençals,72,Neighbourhood,Public administration,7.0
2018,el Raval,1,Neighbourhood,Unbuilt land,1.0
2018,Sant Andreu,60,Neighbourhood,Tourism and hospitality,103.0
2018,el Fort Pienc,5,Neighbourhood,Public administration,10.0
2018,el Barri Gòtic,2,Neighbourhood,Not specified,2.0
2018,el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,Religious,31.0
2018,Sants-Montjuïc,3,District,Housing,87068.0
2018,Vilapicina i la Torre Llobeta,44,Neighbourhood,Tourism and hospitality,44.0
2018,la Verneda i la Pau,73,Neighbourhood,Warehouse,559.0
2018,L'Eixample,2,District,Parking,64559.0
2018,el Parc i la Llacuna del Poblenou,66,Neighbourhood,Offices,777.0
2018,la Sagrada Família,6,Neighbourhood,Offices,949.0
2018,Verdun,51,Neighbourhood,Warehouse,197.0
2018,la Clota,42,Neighbourhood,Parking,143.0
2018,"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,Commerce,1715.0
2018,Navas,63,Neighbourhood,Healthcare,13.0
2018,"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,Entertainment,11.0
2018,Sant Martí,10,District,Industry,3064.0
2018,Horta-Guinardó,7,District,Housing,85441.0
2018,la Maternitat i Sant Ramon,20,Neighbourhood,Unbuilt land,1.0
2018,"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,Public administration,125.0
2018,el Coll,29,Neighbourhood,Offices,67.0
2018,la Salut,30,Neighbourhood,Unbuilt land,260.0
2018,Vallcarca i els Penitents,28,Neighbourhood,Parking,4982.0
2018,Sants,18,Neighbourhood,Sports,29.0
2018,Hostafrancs,15,Neighbourhood,Tourism and hospitality,272.0
2018,Sants-Montjuïc,3,District,Parking,40419.0
2018,la Marina de Port,13,Neighbourhood,Unbuilt land,12.0
2018,les Corts,19,Neighbourhood,Commerce,3216.0
2018,L'Eixample,2,District,Entertainment,268.0
2018,Sant Antoni,10,Neighbourhood,Public administration,15.0
2018,Horta-Guinardó,7,District,Not specified,11.0
2018,Torre Baró,54,Neighbourhood,Sports,9.0
2018,"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,Sports,12.0
2018,Provençals del Poblenou,71,Neighbourhood,Sports,4.0
2018,Nou Barris,8,District,Entertainment,16.0
2018,Vallbona,56,Neighbourhood,Parking,308.0
2018,el Besòs i el Maresme,70,Neighbourhood,Religious,11.0
2018,el Parc i la Llacuna del Poblenou,66,Neighbourhood,Not specified,22.0
2018,Sant Genís dels Agudells,39,Neighbourhood,Tourism and hospitality,10.0
2018,el Carmel,37,Neighbourhood,Commerce,1629.0
2018,Porta,45,Neighbourhood,Entertainment,10.0
2018,les Tres Torres,24,Neighbourhood,Housing,7024.0
2018,Sant Martí,10,District,Healthcare,214.0
2018,Sant Gervasi- Galvany,26,Neighbourhood,Entertainment,61.0
2018,la Marina de Port,13,Neighbourhood,Warehouse,1145.0
2018,Barcelona,1,Municipality,Housing,812819.0
2018,Sant Antoni,10,Neighbourhood,Sports,34.0
2018,la Vila Olímpica del Poblenou,67,Neighbourhood,Commerce,392.0
2018,Horta-Guinardó,7,District,Sports,281.0
2018,la Barceloneta,3,Neighbourhood,Education and culture,59.0
2018,la Vila de Gràcia,31,Neighbourhood,Tourism and hospitality,1327.0
2018,el Clot,65,Neighbourhood,Commerce,1408.0
2018,la Marina del Prat Vermell,12,Neighbourhood,Industry,1093.0
2018,la Font de la Guatlla,14,Neighbourhood,Sports,6.0
2018,Hostafrancs,15,Neighbourhood,Offices,239.0
2018,L'Eixample,2,District,Warehouse,12708.0
2018,Sant Genís dels Agudells,39,Neighbourhood,Warehouse,152.0
2018,les Tres Torres,24,Neighbourhood,Not specified,2.0
2018,Pedralbes,21,Neighbourhood,Other,36.0
2018,el Carmel,37,Neighbourhood,Industry,21.0
2018,Barcelona,1,Municipality,Entertainment,925.0
2018,Sants-Montjuïc,3,District,Not specified,20.0
2018,la Guineueta,48,Neighbourhood,Religious,17.0
2018,Sarrià,23,Neighbourhood,Offices,343.0
2018,la Prosperitat,52,Neighbourhood,Commerce,1600.0
2018,la Sagrera,61,Neighbourhood,Healthcare,49.0
2018,la Font de la Guatlla,14,Neighbourhood,Industry,14.0
2018,Sant Genís dels Agudells,39,Neighbourhood,Entertainment,10.0
2018,Ciutat Vella,1,District,Unbuilt land,2.0
2018,el Clot,65,Neighbourhood,Parking,5988.0
2018,el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,Education and culture,82.0
2018,Sarrià,23,Neighbourhood,Not specified,3.0
2018,Sant Martí de Provençals,72,Neighbourhood,Other,1.0
2018,l'Antiga Esquerra de l'Eixample,8,Neighbourhood,Parking,8415.0
2018,Vallbona,56,Neighbourhood,Sports,10.0
2018,Sant Gervasi- la Bonanova,25,Neighbourhood,Religious,103.0
2018,Les Corts,4,District,Housing,40816.0
2018,la Salut,30,Neighbourhood,Religious,49.0
2018,la Vila Olímpica del Poblenou,67,Neighbourhood,Education and culture,27.0
2018,Navas,63,Neighbourhood,Not specified,2.0
2018,el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,Commerce,1737.0
2018,la Trinitat Vella,57,Neighbourhood,Warehouse,358.0
2018,Barcelona,1,Municipality,Education and culture,8063.0
2018,la Trinitat Vella,57,Neighbourhood,Healthcare,7.0
2018,Sarrià-Sant Gervasi,5,District,Not specified,12.0
2018,la Salut,30,Neighbourhood,Entertainment,3.0
2018,el Poble Sec,11,Neighbourhood,Healthcare,54.0
2018,la Salut,30,Neighbourhood,Warehouse,432.0
2018,Sant Antoni,10,Neighbourhood,Not specified,1.0
2018,la Vila Olímpica del Poblenou,67,Neighbourhood,Tourism and hospitality,91.0
2018,la Verneda i la Pau,73,Neighbourhood,Commerce,1239.0
2018,la Verneda i la Pau,73,Neighbourhood,Healthcare,5.0
2018,el Parc i la Llacuna del Poblenou,66,Neighbourhood,Sports,18.0
2018,Canyelles,49,Neighbourhood,Warehouse,40.0
2018,la Dreta de l'Eixample,7,Neighbourhood,Education and culture,400.0
2018,Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,Other,7.0
2018,el Putxet i el Farró,27,Neighbourhood,Education and culture,162.0
2018,el Barri Gòtic,2,Neighbourhood,Warehouse,962.0
2018,la Trinitat Vella,57,Neighbourhood,Education and culture,43.0
2018,el Coll,29,Neighbourhood,Warehouse,370.0
2018,el Raval,1,Neighbourhood,Sports,28.0
2018,el Putxet i el Farró,27,Neighbourhood,Warehouse,1496.0
2018,Vallcarca i els Penitents,28,Neighbourhood,Sports,82.0
2018,Nou Barris,8,District,Other,12.0
2018,Sant Andreu,9,District,Industry,1220.0
2018,la Font d'en Fargues,36,Neighbourhood,Other,1.0
2018,la Vall d'Hebron,41,Neighbourhood,Other,1.0
2018,el Poblenou,68,Neighbourhood,Warehouse,1989.0
2018,el Poblenou,68,Neighbourhood,Other,128.0
2018,la Sagrada Família,6,Neighbourhood,Housing,26509.0
2018,les Tres Torres,24,Neighbourhood,Warehouse,1405.0
2018,Sants,18,Neighbourhood,Warehouse,1703.0
2018,el Coll,29,Neighbourhood,Healthcare,5.0
2018,Barcelona,1,Municipality,Tourism and hospitality,20152.0
2018,el Guinardó,35,Neighbourhood,Entertainment,16.0
2018,Porta,45,Neighbourhood,Public administration,16.0
2018,Sarrià-Sant Gervasi,5,District,Industry,48.0
2018,la Font de la Guatlla,14,Neighbourhood,Commerce,378.0
2018,la Sagrada Família,6,Neighbourhood,Warehouse,1551.0
2018,Sant Gervasi- la Bonanova,25,Neighbourhood,Education and culture,420.0
2018,la Font d'en Fargues,36,Neighbourhood,Entertainment,4.0
2018,la Marina de Port,13,Neighbourhood,Offices,280.0
2018,Torre Baró,54,Neighbourhood,Offices,4.0
2018,les Roquetes,50,Neighbourhood,Sports,18.0
2018,"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,Healthcare,35.0
2018,el Clot,65,Neighbourhood,Other,1.0
2018,Pedralbes,21,Neighbourhood,Housing,6102.0
2018,Barcelona,1,Municipality,Parking,367824.0
2018,el Poble Sec,11,Neighbourhood,Commerce,2333.0
2018,el Carmel,37,Neighbourhood,Entertainment,7.0
2018,Baró de Viver,58,Neighbourhood,Religious,2.0
2018,el Bon Pastor,59,Neighbourhood,Housing,5333.0
2018,Ciutat Vella,1,District,Public administration,324.0
2018,la Nova Esquerra de l'Eixample,9,Neighbourhood,Housing,29721.0
2018,la Font de la Guatlla,14,Neighbourhood,Education and culture,47.0
2018,Sant Antoni,10,Neighbourhood,Housing,19484.0
2018,la Trinitat Nova,53,Neighbourhood,Other,1.0
2018,Provençals del Poblenou,71,Neighbourhood,Parking,5739.0
2018,Sant Andreu,9,District,Education and culture,625.0
2018,la Dreta de l'Eixample,7,Neighbourhood,Entertainment,91.0
2018,la Maternitat i Sant Ramon,20,Neighbourhood,Industry,28.0
2018,la Vall d'Hebron,41,Neighbourhood,Housing,2654.0
2018,la Teixonera,38,Neighbourhood,Sports,3.0
2018,Nou Barris,8,District,Sports,136.0
2018,Sant Martí,10,District,Warehouse,11064.0
2018,Sarrià-Sant Gervasi,5,District,Unbuilt land,17.0
2018,el Poblenou,68,Neighbourhood,Education and culture,81.0
2018,la Barceloneta,3,Neighbourhood,Housing,9160.0
2018,el Poble Sec,11,Neighbourhood,Sports,140.0
2018,Verdun,51,Neighbourhood,Unbuilt land,1.0
2018,el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,Other,1.0
2018,la Font d'en Fargues,36,Neighbourhood,Sports,54.0
2018,la Sagrera,61,Neighbourhood,Public administration,5.0
2018,la Bordeta,16,Neighbourhood,Religious,7.0
2018,Sants-Badal,17,Neighbourhood,Housing,11718.0
2018,Porta,45,Neighbourhood,Warehouse,834.0
2018,Montbau,40,Neighbourhood,Public administration,8.0
2018,Sant Gervasi- Galvany,26,Neighbourhood,Other,79.0
2018,Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,Commerce,479.0
2018,la Sagrada Família,6,Neighbourhood,Unbuilt land,2.0
2018,les Corts,19,Neighbourhood,Healthcare,103.0
2018,la Prosperitat,52,Neighbourhood,Religious,5.0
2018,l'Antiga Esquerra de l'Eixample,8,Neighbourhood,Sports,30.0
2018,No consta,99999,District,Not specified,110.0
2018,Horta-Guinardó,7,District,Entertainment,53.0
2018,Sant Gervasi- Galvany,26,Neighbourhood,Religious,139.0
2018,Sant Martí,10,District,Not specified,38.0
2018,Montbau,40,Neighbourhood,Religious,25.0
2018,"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,Religious,51.0
2018,el Camp de l'Arpa del Clot,64,Neighbourhood,Sports,14.0
2018,el Bon Pastor,59,Neighbourhood,Warehouse,686.0
2018,Ciutat Meridiana,55,Neighbourhood,Tourism and hospitality,6.0
2018,Can Baró,34,Neighbourhood,Not specified,5.0
2018,el Baix Guinardó,33,Neighbourhood,Tourism and hospitality,162.0
2018,Sant Andreu,60,Neighbourhood,Healthcare,72.0
2018,Horta,43,Neighbourhood,Tourism and hospitality,71.0
2018,Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,Sports,12.0
2018,el Putxet i el Farró,27,Neighbourhood,Religious,41.0
2018,L'Eixample,2,District,Other,9.0
2018,el Fort Pienc,5,Neighbourhood,Religious,17.0
2018,la Maternitat i Sant Ramon,20,Neighbourhood,Offices,466.0
2018,"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,Tourism and hospitality,541.0
2018,el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,Public administration,78.0
2018,Sarrià-Sant Gervasi,5,District,Parking,53718.0
2018,les Tres Torres,24,Neighbourhood,Education and culture,70.0
2018,Porta,45,Neighbourhood,Sports,15.0
2018,Sant Gervasi- la Bonanova,25,Neighbourhood,Industry,2.0
2018,Ciutat Vella,1,District,Other,4.0
2018,el Guinardó,35,Neighbourhood,Not specified,1.0
2018,Sant Martí,10,District,Parking,54407.0
2018,la Salut,30,Neighbourhood,Offices,150.0
2018,Navas,63,Neighbourhood,Public administration,6.0
2018,Sants-Badal,17,Neighbourhood,Entertainment,2.0
2018,Navas,63,Neighbourhood,Education and culture,57.0
2018,"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,Parking,1796.0
2018,les Corts,19,Neighbourhood,Warehouse,2530.0
2018,el Camp de l'Arpa del Clot,64,Neighbourhood,Housing,19870.0
2018,Ciutat Vella,1,District,Parking,8713.0
2018,el Congrés i els Indians,62,Neighbourhood,Healthcare,45.0
2018,el Parc i la Llacuna del Poblenou,66,Neighbourhood,Healthcare,39.0
2018,Sant Gervasi- la Bonanova,25,Neighbourhood,Healthcare,435.0
2018,la Sagrera,61,Neighbourhood,Sports,28.0
2018,el Fort Pienc,5,Neighbourhood,Offices,677.0
2018,Barcelona,1,Municipality,Sports,3032.0
2018,Barcelona,1,Municipality,Warehouse,71638.0
2018,la Bordeta,16,Neighbourhood,Offices,251.0
2018,Montbau,40,Neighbourhood,Offices,22.0
2018,Horta-Guinardó,7,District,Other,13.0
2018,la Salut,30,Neighbourhood,Housing,6858.0
2018,la Vall d'Hebron,41,Neighbourhood,Commerce,147.0
2018,Porta,45,Neighbourhood,Religious,16.0
2018,la Sagrera,61,Neighbourhood,Religious,10.0
2018,la Marina de Port,13,Neighbourhood,Housing,13315.0
2018,Gràcia,6,District,Sports,205.0
2018,el Carmel,37,Neighbourhood,Warehouse,1010.0
2018,Verdun,51,Neighbourhood,Commerce,708.0
2018,el Congrés i els Indians,62,Neighbourhood,Education and culture,114.0
2018,el Turó de la Peira,46,Neighbourhood,Education and culture,57.0
2018,la Dreta de l'Eixample,7,Neighbourhood,Housing,25214.0
2018,Les Corts,4,District,Healthcare,189.0
2018,el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,Industry,2.0
2018,la Maternitat i Sant Ramon,20,Neighbourhood,Housing,11652.0
2018,les Tres Torres,24,Neighbourhood,Parking,8690.0
2018,la Font de la Guatlla,14,Neighbourhood,Housing,4909.0
2018,Vilapicina i la Torre Llobeta,44,Neighbourhood,Healthcare,31.0
2018,el Barri Gòtic,2,Neighbourhood,Religious,71.0
2018,el Coll,29,Neighbourhood,Tourism and hospitality,47.0
2018,el Coll,29,Neighbourhood,Parking,1746.0
2019,les Corts,19,Neighbourhood,Healthcare,103.0
2019,Sants,18,Neighbourhood,Warehouse,1703.0
2019,el Carmel,37,Neighbourhood,Housing,15481.0
2019,el Parc i la Llacuna del Poblenou,66,Neighbourhood,Tourism and hospitality,229.0
2019,Horta,43,Neighbourhood,Healthcare,106.0
2019,Sants-Montjuïc,3,District,Sports,265.0
2019,el Camp de l'Arpa del Clot,64,Neighbourhood,Unbuilt land,1.0
2019,Sants-Montjuïc,3,District,Healthcare,514.0
2019,la Bordeta,16,Neighbourhood,Warehouse,834.0
2019,la Vall d'Hebron,41,Neighbourhood,Tourism and hospitality,29.0
2019,Sant Gervasi- la Bonanova,25,Neighbourhood,Tourism and hospitality,203.0
2019,el Congrés i els Indians,62,Neighbourhood,Warehouse,293.0
2019,la Sagrera,61,Neighbourhood,Public administration,5.0
2019,el Raval,1,Neighbourhood,Offices,848.0
2019,Sant Martí,10,District,Housing,110348.0
2019,les Tres Torres,24,Neighbourhood,Parking,8690.0
2019,Montbau,40,Neighbourhood,Offices,22.0
2019,el Parc i la Llacuna del Poblenou,66,Neighbourhood,Warehouse,1131.0
2019,la Vall d'Hebron,41,Neighbourhood,Education and culture,25.0
2019,el Guinardó,35,Neighbourhood,Education and culture,144.0
2019,la Marina de Port,13,Neighbourhood,Offices,280.0
2019,Sants-Badal,17,Neighbourhood,Offices,209.0
2019,la Bordeta,16,Neighbourhood,Healthcare,31.0
2019,el Fort Pienc,5,Neighbourhood,Entertainment,16.0
2019,Ciutat Meridiana,55,Neighbourhood,Warehouse,55.0
2019,la Vila Olímpica del Poblenou,67,Neighbourhood,Parking,6114.0
2019,les Tres Torres,24,Neighbourhood,Tourism and hospitality,80.0
2019,Porta,45,Neighbourhood,Other,2.0
2019,Barcelona,1,Municipality,Warehouse,71679.0
2019,el Clot,65,Neighbourhood,Healthcare,20.0
2019,la Marina del Prat Vermell,12,Neighbourhood,Education and culture,27.0
2019,Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,Warehouse,2537.0
2019,Ciutat Vella,1,District,Housing,57056.0
2019,la Vila Olímpica del Poblenou,67,Neighbourhood,Sports,14.0
2019,el Parc i la Llacuna del Poblenou,66,Neighbourhood,Housing,7083.0
2019,el Besòs i el Maresme,70,Neighbourhood,Offices,220.0
2019,la Maternitat i Sant Ramon,20,Neighbourhood,Commerce,866.0
2019,la Salut,30,Neighbourhood,Healthcare,209.0
2019,Canyelles,49,Neighbourhood,Commerce,238.0
2019,Sants-Badal,17,Neighbourhood,Commerce,1309.0
2019,Sants,18,Neighbourhood,Unbuilt land,1.0
