district_code,longitude,staircase,number_type,building_entrance,street_type,street_number_start,street_number_end,district_name,neighbourhood_name,generalitat_register_number,floor,door,letter2,number_of_places,expedient_number,letter1,latitude,block,street_name,neighbourhood_code,id
10,"2,21532205048276",A,1,,Passeig,75,,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-014475,15,3,,11,10-2012-0563,,"41,404966450192",,GARCIA FARIA,69,9694
10,"2,21532205048276",A,1,,Passeig,75,,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-004348,15,2,,10,10-2012-0564,,"41,404966450192",,GARCIA FARIA,69,9695
10,"2,21532205048276",,1,,Passeig,77,,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-004349,01,1,,3,10-2012-0565,,"41,404966450192",,GARCIA FARIA,69,9696
10,"2,21338670727667",,1,,Passeig,57,,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-004346,10,4,,5,10-2012-0566,,"41,4035002897253",,GARCIA FARIA,69,9697
10,"2,19629371570527",,1,,Carrer,25,,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-004485,06,1,,14,10-2012-0569,,"41,3886307586283",,SALVADOR ESPRIU,67,9698
10,"2,19549375160432",,1,,Carrer,89,,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-004447,02,4,,7,10-2012-0571,,"41,39445483851",,RAMON TURRO,67,9699
10,"2,19749098569874",,2,,Carrer,120,,SANT MARTI,el Poblenou,HUTB-004448,01,1,,5,10-2012-0574,,"41,3956634964274",,RAMON TURRO,68,9700
10,"2,18432392263346",,2,,Carrer,32,,SANT MARTI,el Camp de l'Arpa del Clot,HUTB-004193,03,2,,5,10-2012-0577,,"41,4091968005556",,BASSOLS,64,9701
10,"2,18432392263346",,2,,Carrer,32,,SANT MARTI,el Camp de l'Arpa del Clot,HUTB-004194,04,2,,5,10-2012-0578,,"41,4091968005556",,BASSOLS,64,9702
10,"2,17986680782555",,1,,Carrer,117,,SANT MARTI,el Camp de l'Arpa del Clot,HUTB-004551,AT,2,,6,10-2012-0587,,"41,4116008544688",,XIFRE,64,9703
10,"2,1951736594436",,1,,Carrer,69,71,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-003077,BJ,1,,4,10-2012-0588,,"41,3925526823177",,DOCTOR TRUETA,67,9704
10,"2,19051289130786",,2,,Carrer,674,,SANT MARTI,el Clot,HUTB-004396,03,2,,4,10-2012-0589,,"41,4146778482832",,MALLORCA,65,9705
10,"2,20981312561728",,2,,Passeig,146,148,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-004531,01,1,,6,10-2012-0590,,"41,402215509549",,TAULAT,69,9706
10,"2,21338670727667",,1,,Passeig,57,59,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-004345,5,3,,6,10-2012-0591,,"41,4035002897253",,GARCIA FARIA,69,9707
10,"2,21700339486648",,1,,Passeig,83,,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-004351,03,2,,5,10-2012-0594,,"41,406212805209",,GARCIA FARIA,69,9708
10,"2,19873302864301",,2,,Carrer,14,,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-004187,03,1,,7,10-2012-0601,,"41,391407142036",,ARQUITECTE SERT,67,9709
10,"2,20487955154061",C,2,,Carrer,24,32,SANT MARTI,el Poblenou,HUTB-004201,03,2,,5,10-2012-0608,,"41,4023554379541",2,BILBAO,68,9710
10,"2,18746506419904",,2,,Carrer,110,,SANT MARTI,el Parc i la Llacuna del Poblenou,HUTB-004406,01,1,,6,10-2012-0616,,"41,3946785012039",,MARINA,66,9711
10,"2,20147231598729",,2,,Rambla,68,,SANT MARTI,el Poblenou,HUTB-004965,02,1,,4,10-2012-0618,,"41,4010426252449",,POBLENOU,68,9712
10,"2,20468977384062",B,1,,Avinguda,99,,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-004293,01,1,,12,10-2012-0624,,"41,4074996748305",,DIAGONAL,69,9713
10,"2,20690897045192",,1,,Carrer,7,,SANT MARTI,el Poblenou,HUTB-004540,01,1,,4,10-2012-0628,,"41,3998285550715",,VIDAL I DE VALENCIANO,68,9714
10,"2,20998942954375",,1,,Passeig,23,,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-004634,07,3,,5,10-2012-0632,,"41,4009313319812",,GARCIA FARIA,69,9715
10,"2,17850344565481",,1,,Passatge,7,,SANT MARTI,el Camp de l'Arpa del Clot,HUTB-004653,BJ,,,5,10-2012-0637,,"41,412077666644",,GRAZIELLA PARETO,64,9716
10,"2,20051107755832",,1,,Carrer,175,,SANT MARTI,el Poblenou,HUTB-004916,01,7,,8,10-2012-0638,,"41,3968587483312",,DOCTOR TRUETA,68,9717
10,"2,20050303933818",,2,,Passatge,26,,SANT MARTI,el Poblenou,HUTB-004607,04,5,,6,10-2012-0643,,"41,3970920048543",B,MAS DE RODA,68,9718
10,"2,18656351535394",,1,,Avinguda,109,,SANT MARTI,el Clot,HUTB-004662,BJ,2,,6,10-2012-0644,,"41,4078646326019",,MERIDIANA,65,9719
10,"2,18656351535394",,1,,Avinguda,109,,SANT MARTI,el Clot,HUTB-004663,4,1,,4,10-2012-0645,,"41,4078646326019",,MERIDIANA,65,9720
10,"2,18656351535394",,1,,Avinguda,109,,SANT MARTI,el Clot,HUTB-004664,3,2,,3,10-2012-0646,,"41,4078646326019",,MERIDIANA,65,9721
10,"2,21043061450629",,1,,Passeig,229,,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-001817,06,2,,4,10-2012-0647,,"41,4034435343593",,TAULAT,69,9722
10,"2,19725050836429",,1,,Carrer,31,,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-004839,3,1,,4,10-2012-0653,,"41,3893481036796",,SALVADOR ESPRIU,67,9723
10,"2,19991599408295",,1,,Carrer,73,,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-007641,6,1,,8,10-2012-0662,,"41,3913344052891",,SALVADOR ESPRIU,67,9724
10,"2,21532205048276",,1,,Passeig,75,,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-004635,4,8,,5,10-2012-0672,,"41,404966450192",,GARCIA FARIA,69,9725
10,"2,18115898723309",,1,,Carrer,563,,SANT MARTI,el Camp de l'Arpa del Clot,HUTB-004836,BJ,1,,4,10-2012-0680,,"41,4111903909717",,ROSSELLO,64,9726
10,"2,21532205048276",A,1,,Passeig,75,,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-004753,25,2,,9,10-2012-0683,,"41,404966450192",,GARCIA FARIA,69,9727
10,"2,20367255760503",,1,,Carrer,61,,SANT MARTI,el Poblenou,HUTB-004815,BJ,2,,8,10-2012-0684,,"41,3979059875165",,TAULAT,68,9728
10,"2,20285369932854",,1,,Avinguda,111,,SANT MARTI,el Poblenou,HUTB-004725,03,3,,7,10-2012-0700,,"41,4070441512441",,DIAGONAL,68,9729
10,"2,20367255760503",,1,,Carrer,61,,SANT MARTI,el Poblenou,HUTB-004816,BJ,1,,6,10-2012-0726,,"41,3979059875165",,TAULAT,68,9730
10,"2,19516414424878",,1,,Carrer,25,,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-004953,05,2,,6,10-2013-0001,,"41,3881368266244",,MARINA,67,9731
10,"2,2109779077665",,2,,Carrer,8,,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-004884,05,2,,5,10-2013-0007,B,"41,4024308917451",,BAC DE RODA,69,9732
10,"2,20592099657866",,1,,Carrer,97,,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-004925,12,1,,4,10-2013-0017,,"41,407646461979",,FLUVIA,69,9733
10,"2,18115898723309",,1,,Carrer,563,,SANT MARTI,el Camp de l'Arpa del Clot,HUTB-007639,02,2,,7,10-2013-0019,,"41,4111903909717",,ROSSELLO,64,9734
10,"2,20808916460043",,1,,Carrer,3,,SANT MARTI,el Poblenou,HUTB-005001,02,1,,4,10-2013-0028,,"41,4031314381584",,TORTELLA,68,9735
10,"2,21762726375708",,2,,Avinguda,8,,SANT MARTI,el Besòs i el Maresme,HUTB-004911,3,1,,10,10-2013-0037,,"41,4112982828706",,DIAGONAL,70,9736
10,"2,19190619203101",,1,,Carrer,15,,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-004915,05,1,,8,10-2013-0040,,"41,3900981133509",,DOCTOR TRUETA,67,9737
10,"2,19565287989662",,2,,Carrer,150,156,SANT MARTI,el Poblenou,HUTB-004998,01,6,,5,10-2013-0042,,"41,4044971867429",,TANGER,68,9738
10,"2,20706927018349",,1,,Carrer,27,,SANT MARTI,el Poblenou,HUTB-004920,06,1,,4,10-2013-0053,,"41,3988042277915",,FERROCARRIL,68,9739
10,"2,20706927018349",,1,,Carrer,27,,SANT MARTI,el Poblenou,HUTB-004923,06,2,,5,10-2013-0054,,"41,3988042277915",,FERROCARRIL,68,9740
10,"2,20706927018349",,1,,Carrer,27,,SANT MARTI,el Poblenou,HUTB-004922,06,3,,4,10-2013-0055,,"41,3988042277915",,FERROCARRIL,68,9741
10,"2,20706927018349",,1,,Carrer,27,,SANT MARTI,el Poblenou,HUTB-004921,06,4,,4,10-2013-0056,,"41,3988042277915",,FERROCARRIL,68,9742
10,"2,19660365494585",,1,,Carrer,33,,SANT MARTI,Provençals del Poblenou,HUTB-005120,03,2,,6,10-2013-0064,,"41,4061805108677",,CASTELLA,71,9743
10,"2,18793347203767",,2,,Carrer,156,,SANT MARTI,el Parc i la Llacuna del Poblenou,HUTB-005060,SA,1,,6,10-2013-0068,,"41,401075421175",,ALABA,66,9744
10,"2,21532205048276",A,1,,Passeig,75,,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-005169,01,5,,9,10-2013-0070,,"41,404966450192",,GARCIA FARIA,69,9745
10,"2,18534969661619",,1,,Carrer,73,,SANT MARTI,el Camp de l'Arpa del Clot,HUTB-005148,01,2,,7,10-2013-0074,,"41,4133756294614",,DEGA BAHI,64,9746
10,"2,21700339486648",E,1,,Passeig,81,,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-005170,09,5,,8,10-2013-0078,,"41,406212805209",,GARCIA FARIA,69,9747
10,"2,20706927018349",1,1,,Carrer,27,,SANT MARTI,el Poblenou,HUTB-005160,03,3,,4,10-2013-0081,,"41,3988042277915",,FERROCARRIL,68,9748
10,"2,20706927018349",1,1,,Carrer,27,,SANT MARTI,el Poblenou,HUTB-005161,BJ,1,,4,10-2013-0082,,"41,3988042277915",,FERROCARRIL,68,9749
10,"2,2076001888191",C,1,,Passeig,45,,SANT MARTI,el Poblenou,HUTB-005093,01,3,,10,10-2013-0083,,"41,3989131560858",,CALVELL,68,9750
10,"2,20706927018349",1,1,,Carrer,27,,SANT MARTI,el Poblenou,HUTB-005162,03,5,,5,10-2013-0084,,"41,3988042277915",,FERROCARRIL,68,9751
10,"2,20706927018349",1,1,,Carrer,27,,SANT MARTI,el Poblenou,HUTB-005163,03,4,,4,10-2013-0085,,"41,3988042277915",,FERROCARRIL,68,9752
10,"2,18564099633562",,1,,Passeig,25,,SANT MARTI,el Parc i la Llacuna del Poblenou,HUTB-005220,PR,1,,8,10-2013-0086,,"41,3908748054321",,PUJADES,66,9753
10,"2,18564099633562",,1,,Passeig,25,,SANT MARTI,el Parc i la Llacuna del Poblenou,HUTB-005221,PR,2,,9,10-2013-0087,,"41,3908748054321",,PUJADES,66,9754
10,"2,18564099633562",,1,,Passeig,25,,SANT MARTI,el Parc i la Llacuna del Poblenou,HUTB-005222,01,1,,8,10-2013-0088,,"41,3908748054321",,PUJADES,66,9755
10,"2,18564099633562",,1,,Passeig,25,,SANT MARTI,el Parc i la Llacuna del Poblenou,HUTB-005223,03,1,,8,10-2013-0089,,"41,3908748054321",,PUJADES,66,9756
10,"2,19424599666376",,1,,Carrer,45,,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-005211,01,10,,4,10-2013-0090,,"41,3943999259674",,PAMPLONA,67,9757
10,"2,20636207521587",,2,,Carrer,10,,SANT MARTI,el Poblenou,HUTB-005159,01,1,,7,10-2013-0092,,"41,399181774522",,FERROCARRIL,68,9758
10,"2,18564099633562",,1,,Passeig,25,,SANT MARTI,el Parc i la Llacuna del Poblenou,HUTB-005224,04,2,,9,10-2013-0093,,"41,3908748054321",,PUJADES,66,9759
10,"2,18564099633562",,1,,Passeig,25,,SANT MARTI,el Parc i la Llacuna del Poblenou,HUTB-005225,05,1,,8,10-2013-0094,,"41,3908748054321",,PUJADES,66,9760
10,"2,18564099633562",,1,,Passeig,25,,SANT MARTI,el Parc i la Llacuna del Poblenou,HUTB-005226,05,2,,9,10-2013-0095,,"41,3908748054321",,PUJADES,66,9761
10,"2,18564099633562",,1,,Passeig,25,,SANT MARTI,el Parc i la Llacuna del Poblenou,HUTB-005227,AT,,,2,10-2013-0096,,"41,3908748054321",,PUJADES,66,9762
10,"2,2076001888191",C,1,,Passeig,45,,SANT MARTI,el Poblenou,HUTB-005102,02,1,,4,10-2013-0098,,"41,3989131560858",,CALVELL,68,9763
10,"2,2076001888191",C,1,,Passeig,45,,SANT MARTI,el Poblenou,HUTB-005103,02,2,,6,10-2013-0099,,"41,3989131560858",,CALVELL,68,9764
10,"2,2076001888191",C,1,,Passeig,45,,SANT MARTI,el Poblenou,HUTB-005094,02,3,,10,10-2013-0100,,"41,3989131560858",,CALVELL,68,9765
10,"2,2076001888191",C,1,,Passeig,45,,SANT MARTI,el Poblenou,HUTB-005106,02,4,,5,10-2013-0101,,"41,3989131560858",,CALVELL,68,9766
10,"2,2076001888191",C,1,,Passeig,45,,SANT MARTI,el Poblenou,HUTB-005107,02,5,,6,10-2013-0102,,"41,3989131560858",,CALVELL,68,9767
10,"2,2076001888191",A,1,,Passeig,45,,SANT MARTI,el Poblenou,HUTB-005105,06,1,,4,10-2013-0103,,"41,3989131560858",,CALVELL,68,9768
10,"2,2076001888191",A,1,,Passeig,45,,SANT MARTI,el Poblenou,HUTB-005108,06,2,,7,10-2013-0104,,"41,3989131560858",,CALVELL,68,9769
10,"2,2076001888191",B,1,,Passeig,45,,SANT MARTI,el Poblenou,HUTB-002917,03,1,,4,10-2013-0105,,"41,3989131560858",,CALVELL,68,9770
10,"2,2076001888191",B,1,,Passeig,45,,SANT MARTI,el Poblenou,HUTB-005110,03,2,,5,10-2013-0106,,"41,3989131560858",,CALVELL,68,9771
10,"2,2076001888191",B,1,,Passeig,45,,SANT MARTI,el Poblenou,HUTB-005101,03,3,,8,10-2013-0107,,"41,3989131560858",,CALVELL,68,9772
10,"2,2076001888191",D,1,,Passeig,45,,SANT MARTI,el Poblenou,HUTB-005112,02,1,,4,10-2013-0108,,"41,3989131560858",,CALVELL,68,9773
10,"2,2076001888191",D,1,,Passeig,45,,SANT MARTI,el Poblenou,HUTB-005099,02,2,,5,10-2013-0109,,"41,3989131560858",,CALVELL,68,9774
10,"2,2076001888191",D,1,,Passeig,45,,SANT MARTI,el Poblenou,HUTB-005100,02,3,,4,10-2013-0110,,"41,3989131560858",,CALVELL,68,9775
10,"2,19532435014955",,2,,Avinguda,134,,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-005183,05,2,,12,10-2013-0114,,"41,3894643758082",,ICARIA,67,9776
10,"2,21338670727667",,1,,Passeig,57,59,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-005168,01,2,,11,10-2013-0121,,"41,4035002897253",,GARCIA FARIA,69,9777
10,"2,21591974851254",,1,,Passeig,283,,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-005254,05,3,,8,10-2013-0122,,"41,4079986011615",,TAULAT,69,9778
10,"2,19397649042556",,2,,Carrer,4,,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-005206,05,2,,7,10-2013-0133,,"41,3870449810271",,MOSCOU,67,9779
10,"2,19545029320371",,1,,Carrer,31,,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-005210,03,3,,3,10-2013-0141,,"41,3935081608657",,PAMPLONA,67,9780
10,"2,20719587913417",2,1,,Carrer,29,,SANT MARTI,el Poblenou,HUTB-005216,BJ,1,,4,10-2013-0148,,"41,3991401793629",,PERELLO,68,9781
10,"2,20706927018349",1,1,,Carrer,27,,SANT MARTI,el Poblenou,HUTB-005164,03,1,,4,10-2013-0149,,"41,3988042277915",,FERROCARRIL,68,9782
10,"2,20706927018349",1,1,,Carrer,27,,SANT MARTI,el Poblenou,HUTB-005165,03,2,,4,10-2013-0150,,"41,3988042277915",,FERROCARRIL,68,9783
10,"2,20706927018349",,1,,Carrer,27,,SANT MARTI,el Poblenou,HUTB-005166,03,6,,5,10-2013-0151,,"41,3988042277915",,FERROCARRIL,68,9784
10,"2,20706927018349",1,1,,Carrer,27,,SANT MARTI,el Poblenou,HUTB-005167,03,7,,10,10-2013-0152,,"41,3988042277915",,FERROCARRIL,68,9785
10,"2,20392643710675",,1,,Passatge,7,,SANT MARTI,el Poblenou,HUTB-005204,03,2,,6,10-2013-0157,,"41,3996097209442",,MASSAGUER,68,9786
10,"2,20505666679106",,2,,Carrer,128,,SANT MARTI,el Poblenou,HUTB-005196,03,2,,4,10-2013-0158,,"41,3999780424985",,MARIA AGUILO,68,9787
10,"2,21297856888673",,1,,Carrer,5,,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-005219,05,2,,8,10-2013-0160,,"41,4039844079464",,PROVENÇALS,69,9788
10,"2,2056639053909",,2,,Carrer,22,,SANT MARTI,el Poblenou,HUTB-005062,1,1,,6,10-2013-0163,,"41,4000523687301",,AMISTAT,68,9789
10,"2,19906631610274",,1,,Passatge,5,,SANT MARTI,el Poblenou,HUTB-005310,11,D,,10,10-2013-0164,,"41,3964811041519",,MAS DE RODA,68,9790
10,"2,19980457685304",,2,,Carrer,26,,SANT MARTI,el Poblenou,HUTB-005319,01,2,,6,10-2013-0168,,"41,3954355242854",,BADAJOZ,68,9791
10,"2,20176558656583",,2,,Carrer,18,,SANT MARTI,el Poblenou,HUTB-005323,EN,1,,5,10-2013-0172,,"41,403149559101",,LLATZERET,68,9792
10,"2,17952534065261",,2,,Carrer,668,,SANT MARTI,el Camp de l'Arpa del Clot,HUTB-005328,04,4,,3,10-2013-0174,,"41,4115845843824",,CORSEGA,64,9793
10,"2,19757849410407",,2,,Passatge,10,,SANT MARTI,el Poblenou,HUTB-005329,BJ,,,3,10-2013-0181,,"41,3999353922272",,CAMINAL,68,9794
10,"2,20171027191628",,1,,Carrer,11,,SANT MARTI,el Poblenou,HUTB-005350,BJ,2,,8,10-2013-0185,,"41,4014747718194",,VENERO,68,9795
10,"2,18324153752613",,2,,Carrer,564,,SANT MARTI,el Camp de l'Arpa del Clot,HUTB-005385,05,4,,5,10-2013-0189,,"41,4075032094855",,VALENCIA,64,9796
10,"2,20550418160034",,2,,Carrer,248,,SANT MARTI,el Poblenou,HUTB-005387,BJ,IN,,4,10-2013-0190,,"41,4034002177933",,LLULL,68,9797
10,"2,20329273497804",,1,,Carrer,7,11,SANT MARTI,el Poblenou,HUTB-005391,02,4,,7,10-2013-0194,,"41,4002941652978",,JONCAR,68,9798
10,"2,20527521906241",,1,,Passeig,15,,SANT MARTI,el Poblenou,HUTB-005429,BJ,2,,6,10-2013-0198,,"41,3971684546552",,CALVELL,68,9799
10,"2,17868480058717",,2,,Carrer,362,,SANT MARTI,el Camp de l'Arpa del Clot,HUTB-005415,3,1,,8,10-2013-0203,,"41,4118439563896",,INDEPENDENCIA,64,9800
10,"2,17868480058717",,2,,Carrer,362,,SANT MARTI,el Camp de l'Arpa del Clot,HUTB-005416,5,1,,8,10-2013-0204,,"41,4118439563896",,INDEPENDENCIA,64,9801
10,"2,17868480058717",,2,,Carrer,362,,SANT MARTI,el Camp de l'Arpa del Clot,HUTB-005417,3,2,,7,10-2013-0205,,"41,4118439563896",,INDEPENDENCIA,64,9802
10,"2,20697763615567",,2,,Passatge,2,6,SANT MARTI,el Poblenou,HUTB-005435,BJ,1,,7,10-2013-0208,,"41,4026428811414",,PIQUER,68,9803
10,"2,19552903929622",D,2,,Carrer,148,,SANT MARTI,el Poblenou,HUTB-005498,05,1,,10,10-2013-0216,,"41,4044034716966",,TANGER,68,9804
10,"2,20699740241552",,2,,Carrer,264,,SANT MARTI,el Poblenou,HUTB-005521,01,1,,5,10-2013-0217,,"41,4028207533125",,RAMON TURRO,68,9805
10,"2,19198154634792",,2,,Carrer,44,,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-005522,BJ,A,,5,10-2013-0218,,"41,3912649891898",,MARINA,67,9806
10,"2,18375172338734",,1,,Carrer,11,,SANT MARTI,el Camp de l'Arpa del Clot,HUTB-005566,02,2,,3,10-2013-0226,,"41,4085951862045",,XIFRE,64,9807
10,"2,20945490654687",,2,,Carrer,362,,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-007637,10,3,,6,10-2013-0232,,"41,4080331961965",,PUJADES,69,9808
10,"2,18294750722014",D,1,,Carrer,283,285,SANT MARTI,el Camp de l'Arpa del Clot,HUTB-005589,02,2,,5,10-2013-0236,,"41,4079709251013",,INDEPENDENCIA,64,9809
10,"2,17750487651135",,2,,Carrer,380,,SANT MARTI,el Camp de l'Arpa del Clot,HUTB-005587,06,3,,6,10-2013-0237,,"41,4123992781027",,INDEPENDENCIA,64,9810
10,"2,18994935224652",A,2,,Carrer,56,62,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-005608,05,4,,5,10-2013-0239,,"41,3909596676555",,SARDENYA,67,9811
10,"2,19426446270633",,1,,Carrer,69,,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-005607,02,2,,4,10-2013-0246,,"41,393557475045",,RAMON TURRO,67,9812
10,"2,18938266972194",,1,,Passatge,7,,SANT MARTI,el Parc i la Llacuna del Poblenou,HUTB-005647,BJ,1,,2,10-2013-0258,,"41,4006215471739",,ALI BEI,66,9813
10,"2,18938266972194",,1,,Passatge,7,,SANT MARTI,el Parc i la Llacuna del Poblenou,HUTB-005646,01,1,,3,10-2013-0259,,"41,4006215471739",,ALI BEI,66,9814
10,"2,18938266972194",,1,,Passatge,7,,SANT MARTI,el Parc i la Llacuna del Poblenou,HUTB-005645,02,1,,3,10-2013-0260,,"41,4006215471739",,ALI BEI,66,9815
10,"2,18938266972194",,1,,Passatge,7,,SANT MARTI,el Parc i la Llacuna del Poblenou,HUTB-005644,01,2,,2,10-2013-0261,,"41,4006215471739",,ALI BEI,66,9816
10,"2,18938266972194",,1,,Passatge,7,,SANT MARTI,el Parc i la Llacuna del Poblenou,HUTB-005648,AT,2,,2,10-2013-0263,,"41,4006215471739",,ALI BEI,66,9817
10,"2,18938266972194",,1,,Passatge,7,,SANT MARTI,el Parc i la Llacuna del Poblenou,HUTB-005649,BJ,2,,2,10-2013-0264,,"41,4006215471739",,ALI BEI,66,9818
10,"2,18938266972194",,1,,Passatge,7,,SANT MARTI,el Parc i la Llacuna del Poblenou,HUTB-005650,AT,1,,2,10-2013-0265,,"41,4006215471739",,ALI BEI,66,9819
10,"2,18938266972194",,1,,Passatge,7,,SANT MARTI,el Parc i la Llacuna del Poblenou,HUTB-005651,02,2,,2,10-2013-0266,,"41,4006215471739",,ALI BEI,66,9820
10,"2,19622281398838",,1,,Carrer,171,,SANT MARTI,el Poblenou,HUTB-005652,PR,1,,5,10-2013-0268,,"41,4001229957311",,PALLARS,68,9821
10,"2,19622281398838",,1,,Carrer,171,,SANT MARTI,el Poblenou,HUTB-005653,02,1,,5,10-2013-0269,,"41,4001229957311",,PALLARS,68,9822
10,"2,19622281398838",,1,,Carrer,171,,SANT MARTI,el Poblenou,HUTB-005643,02,2,,6,10-2013-0270,,"41,4001229957311",,PALLARS,68,9823
10,"2,19622281398838",,1,,Carrer,171,,SANT MARTI,el Poblenou,HUTB-005667,04,1,,5,10-2013-0275,,"41,4001229957311",,PALLARS,68,9824
10,"2,19591198007576",,2,,Carrer,124,,SANT MARTI,el Poblenou,HUTB-005669,1,2,,4,10-2013-0276,,"41,4003978404726",,PERE IV,68,9825
10,"2,1959591713811",,2,,Carrer,126,,SANT MARTI,el Poblenou,HUTB-005670,01,3,,4,10-2013-0277,,"41,400457241431",,PERE IV,68,9826
10,"2,1959591713811",,2,,Carrer,126,,SANT MARTI,el Poblenou,HUTB-005671,04,1,,4,10-2013-0278,,"41,400457241431",,PERE IV,68,9827
10,"2,1959591713811",,2,,Carrer,126,,SANT MARTI,el Poblenou,HUTB-005676,04,2,,5,10-2013-0279,,"41,400457241431",,PERE IV,68,9828
10,"2,18656569801903",,1,,Avinguda,113,,SANT MARTI,el Clot,HUTB-005681,02,,,9,10-2013-0282,,"41,4079620549603",,MERIDIANA,65,9829
10,"2,1985517835286",,2,,Avinguda,180,,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-005698,02,2,,3,10-2013-0288,,"41,3922559906865",,ICARIA,67,9830
10,"2,19417050812391",,1,,Carrer,45,47,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-005730,01,1,,9,10-2013-0290,,"41,3918011814837",,DOCTOR TRUETA,67,9831
10,"2,21532205048276",,1,,Passeig,73,,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-005732,03,7,,4,10-2013-0292,,"41,404966450192",,GARCIA FARIA,69,9832
10,"2,18785235752064",,2,,Carrer,10,,SANT MARTI,el Parc i la Llacuna del Poblenou,HUTB-005731,SA,1,,3,10-2013-0293,,"41,3918596521556",,PUJADES,66,9833
10,"2,18195515513171",,1,,Carrer,521,,SANT MARTI,el Camp de l'Arpa del Clot,HUTB-005729,05,1,,4,10-2013-0294,,"41,4085266611332",,MALLORCA,64,9834
10,"2,20376488894911",,1,,Carrer,209,,SANT MARTI,el Poblenou,HUTB-005746,04,4,,6,10-2013-0296,,"41,4007085810272",,RAMON TURRO,68,9835
10,"2,21103957471487",,2,,Avinguda,60,,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-005788,01,3,,6,10-2013-0300,,"41,4098613704883",,DIAGONAL,69,9836
10,"2,19364394925582",,2,,Carrer,40,,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-005791,5,1,,9,10-2013-0301,,"41,3911184973926",,DOCTOR TRUETA,67,9837
10,"2,20487955154061",C,2,,Carrer,24,32,SANT MARTI,el Poblenou,HUTB-005787,01,3,,4,10-2013-0302,,"41,4023554379541",2,BILBAO,68,9838
10,"2,20368163912412",1,2,,Carrer,100,108,SANT MARTI,Provençals del Poblenou,HUTB-005797,06,C,,8,10-2013-0307,,"41,4079703418376",,BAC DE RODA,71,9839
10,"2,21043061450629",A,1,,Passeig,223,,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,HUTB-005792,04,1,,6,10-2013-0309,,"41,4034435343593",,TAULAT,69,9840
10,"2,17712059640238",,1,,Carrer,211,,SANT MARTI,el Camp de l'Arpa del Clot,HUTB-005801,01,1,,5,10-2013-0310,,"41,4117466950429",,INDUSTRIA,64,9841
10,"2,19475214360912",,1,,Carrer,3,,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-005798,01,2,,5,10-2013-0314,,"41,3914568699467",,ESTOCOLM,67,9842
10,"2,19192398178685",A,1,,Carrer,51,,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-005803,02,2,,5,10-2013-0319,,"41,3925549647412",,JOAN D'AUSTRIA,67,9843
10,"2,19192398178685",A,1,,Carrer,51,,SANT MARTI,la Vila Olímpica del Poblenou,HUTB-005805,01,2,,5,10-2013-0321,,"41,3925549647412",,JOAN D'AUSTRIA,67,9844
